Author,Book Title,Chapter,Sentence
GT_Geissinger,Burn for You,32,"There wasn’t enough time for a tour of the “house” before dinner, so we went straight up to Jackson’s room via one of the elevators he informed me were scattered all over the place like gopher holes."
Max_Monroe,Banking the Billionaire,23,"She pressed her ass into my dick, and her tits swung out in front of her just enough that I caught a peek of her nipples from above."
Sandi_Lynn,Jamieson Finn,40,"He never forgave me for going into
neurosurgery and I never forgave him for being a lousy father and for walking
away from my mother when she needed him.” “Where
did your mom go?” Grace asked."
Ann_Cole,Mr. Mysterious In Black,8,Hence my suppositions of her disdain for me.
Jessica_Lemmon,The Bastard Billionaire,9,She’d done the right thing.
Ana_Huang,Twisted Love,8,"I sank back into bed and pulled the covers up to my chin, trying to fall asleep again even though I knew it was a futile exercise."
Leslie_North,The Billionaire's Ex-Wife,7,"""I'm not... he's not...give me that."""
Annika_Martin,Most Eligible Billionaire,5,"And all I could think was Never again, motherfucker."
Jessica_Lemmon,The Billionaire Bachelor,20,“I found home with you.” She turned.
Sam_Crescent,Billionaire Protector,5,"She had a cake ready, and we celebrated my birthday, and our freedom."
Melanie_Harlow,Call Me Crazy,18,“Oh.
Sara_Cate,Highest Bidder,4,"They’re simply offering up an hour, whether it be for drinks at the bar or in a private— or less than private —room."
Sarina_Bowen,Hard Hitter,8,"She hated being out of town right now, wondering what trouble Vince would stir up."
LT_Swan,The Takeover,40,"“What?” “He said he’s not coming back, Mom."
LJ_Shen,The Villain,20,Be the wife I need.
Kendra_Little,Billionaire Bad Boy,18,"""I see."
Melanie_Harlow,Tease,19,Six.” She stuck her hands in the back pockets of her shorts.
L_Steele,The Billionaire's Fake Wife,1,His lips curl.
LT_Swan,The Stopover,15,"He leaves for London on Monday, I think—not that I would know if his plans have changed."
L_Steele,The Billionaire's Christmas Bride,7,"He draws himself up to his full height, walks back toward me."
Jessica_Clare,Beauty and the Billionaire,5,“Don’t argue with me.
Melanie_Harlow,Tease,6,"Sorry.” A little sheepish, I lifted my shoulders."
KA_Linde,The Wright Mistake,24,"With a sigh, I stripped out of my work outfit and into sweatpants."
Ann_Cole,Mr. Mysterious In Black,13,Oh my god.
Lisa_Kleypas,Smooth Talking Stranger,10,"I've always heard that size doesn't matter, but I can't help wishing he had more to offer in that department."
Sara_Cate,Praise,26,"When I bring him his coffee, he touches my bare legs, running his fingers up the inside of my thigh and making me want to explode, but I stay in character."
Sara_Cate,Highest Bidder,44,My head starts to feel heavy and out of sorts as Ronan steps down from the low stage and walks toward me.
Diane_Alberts,Beauty and the Boss,13,"“You’ve just never noticed before.” He took a step closer, anger rising inside of him like an unstoppable tidal wave."
Sandi_Lynn,Carter Grayson,28,"“Be my
guest.” I nodded with a smile."
Alexa_Riley,His Alone,8,"In my heart, I believe she thought he would finally make her his wife, and pull her out of the dump he’d thrown her in."
Meghan_Quinn,So Not Meant To Be,14,"“I know, babe.” He winks."
Annika_Martin,Breaking the Billionaire's Rules,24,"“She was the bravest, boldest woman I’d ever met,” he continues."
Sarina_Bowen,Brooklynaire,15,"You didn’t climb into my lap because you wanted a raise .” Her cheeks stain a deeper red, and she looks away."
Pippa_Grant,The Last Eligible Billionaire,5,He looks approachable in pajama pants and a white T-shirt.
L_Steele,The Billionaire's Christmas Bride,2,"My vision tunnels and the blood thunders at my temples—anger…and frustration…and jealousy… Yeah, bloody hell, I am living with rage that she’s giving all of her attention to that…that… Usurper… I am going to teach her a lesson about ignoring me—one she won’t forget in a hurry."
Tia_Louise,Boss of Me,28,I want her here.
Katy_Evans,Boss,11,"Well here I am, Kit."
KA_Linde,The Wright Brother,14,The sugary-sweet smell was what I always associated with Kimber.
Kendra_Little,Billionaire Bad Boy,6,"The hand on the back of her neck was cool and
steady."
Catharina_Maura,The Wrong Bride,11,"This is… it’s wrong, baby."
Louise_Bay,Duke of Manhattan,20,“Ryder!” she called.
Jessica_Lemmon,The Bastard Billionaire,17,"“Yeah, honey."
Penny_Wylder,The Billionaire’s Secret Babies,7,Why is he asking this?
Ana_Huang,Twisted Lies,8,"Maura sank into a deep depression after, especially since she had no living relatives to lean on."
Max_Monroe,Tapping The Billionaire,8,It wasn’t because I was a prude or saving myself for marriage.
Sam_Crescent,Billionaire Protector,12,"“Cancel the rest of my appointments, and take the rest of the day off.” “You’re sure?” “Yes.” His brother needed him."
Jessica_Clare,The Wrong Billionaire's Bed,9,It had been shocking to Audrey to hear him suggest such a thing as part of their dare.
Pippa_Grant,The Last Eligible Billionaire,13,Is she killing me with kindness?
Melanie_Harlow,Irresistible,33,“Yes.
Ana_Huang,Twisted Lies,37,"“Tall, curly dark hair, black dress."
Pippa_Grant,The Last Eligible Billionaire,23,"He glances at me, then at his wife, then back to me, before addressing Millie."
JS_Scott,The Billionaire's Obsession_Max,2,"Max started walking, his rational mind working automatically, knowing he needed to get her through the park and to the road where they could meet the ambulance."
Jessica_Clare,Beauty and the Billionaire,6,fired?
Ann_Cole,Love Has a Name,22,Fright?
KA_Linde,The Wright Mistake,36,In a shower of peanuts came a shiny pink-sequined unicorn with a ribbon tied around its neck and a letter attached to it.
Ann_Cole,I Choose You,19,"You lure my girls out of the club again, I’m done with you."
Sandi_Lynn,Carter Grayson,43,"If the
cake inside is blue, it’s a boy; if it’s pink, it’s a girl."
Catharina_Maura,The Temporary Wife,36,"They made for such a beautiful picture, and I finally realized why he refused to see me.” I squeeze my eyes closed and inhale shakily."
Louise_Bay,King of Wall Street,1,"I’d covered every base, hadn’t I?"
Sarina_Bowen,Pipe Dreams,3,He hesitated.
Meghan_Quinn,So Not Meant To Be,14,"“Thank you, again, for tonight."
Melanie_Harlow,Irresistible,21,"“Yes, but don’t worry."
Ana_Huang,Twisted Love,44,He wasnâ€™t capable of it.
JS_Scott,The Billionaire’s Obsession _Sam,11,"Somehow…the curses didn’t bother him at all…they made his chest ache with tenderness for the only woman who had cared for him, cared about him, other than his mother."
Louise_Bay,Park Avenue Prince,23,I just knew how vicious life could be.
KA_Linde,The Wright Boss,9,"“So, did I miss anything?” I asked."
Catharina_Maura,The Wrong Bride,62,I turn the shower on as I try my hardest to articulate the thoughts that haunt me.
Laurelin_Paige,Brutal Secret,13,"Which should be the grossest thing I can possibly think of, or at the very least off-putting, but it’s exactly the opposite."
Annika_Martin,Most Eligible Billionaire,25,A shiver of hair on his belly when I put my hand down there.
Kendra_Little,Bedding the Billionaire,3,She sat up straight and blinked at him.
Rose_Shain,Between Commitment and Betrayal,29,I had let all of the day pass without calling or texting her or barging back into her place.
LJ_Shen,The Monster,25,But some people—like me—just can’t help themselves.
Sara_Cate,Praise,17,Just be yourself.
Sandi_Lynn,Chase Calloway,22,"“Ring up the new box, please."
Ana_Huang,King of Wrath,11,"“I wouldn’t joke about something like that,” I said softly."
Annika_Martin,The Billionaire's Wake-up-call Girl,15,More than gaping; she seems positively frantic with alarm.
Anne_Melody,The Tycoon's Proposal,3,"He gave up on eating the terrible food and sat back, drinking the muddy tasting coffee."
Annika_Martin,The Billionaire's Wake-up-call Girl,36,Me.
Max_Monroe,Banking the Billionaire,14,I chanted in my head.
Max_Monroe,Banking the Billionaire,10,I sucked him deeper and stroked him harder as I flicked my tongue against him in rhythmic movements.
Sara_Cate,Highest Bidder,8,"At this moment, I decide that I’m not going to let this woman out of my sight."
Catharina_Maura,The Wrong Bride,5,"It allows her creativity to shine through, and she still operates in the industry she grew up in, without being subjected to the very worst parts of fame."
LJ_Shen,The Hunter,26,Anything to make her give me the goddamn Gulfstreamer.
Alexa_Riley,Everything for Her,16,He’s probably in his late thirties with shaggy brown hair and kind brown eyes.
Diane_Alberts,The Prince's Bride,18,"It took Alicia less than a second to realize that tears ran down her cheeks, too."
Sara_Cate,Eyes on Me,29,"Now, don’t tell Garrett I said that."
LT_Swan,The Casanova,18,. .
LJ_Shen,The Villain,5,"“You want to put my twenty-seven-year-old brother as the head of Royal Pipelines because he managed to impregnate his wife?” I inquired, my voice calm and even."
Stella_Rhys,Dirty Deeds,41,"“I appreciate your tip, and I love you very much, but I don’t think a cat dad sweetheart is what I’m looking for tonight.” “What?"
L_Steele,The Billionaire's Christmas Bride,61,"She groans and I swallow the sound, continue to kiss her, as I kick my hips forward, impale her to the bed."
LT_Swan,The Stopover,26,“You really have to ask?” “You tell me why.” Suddenly a volcano that I didn’t even know was there erupts inside of me.
Sandi_Lynn,Chase Calloway,14,Come play with us!” a girl in a teeny-weeny bikini shouted.
Meghan_Quinn,A Long Time Coming,14,What looks to be fresh tortillas are stacked under a warmer.
Penny_Wylder,The Billionaire's Toy,1,I’m on my way.
Louise_Bay,Duke of Manhattan,29,Make sure he knows what you’ll stand for and what you won’t.
Sara_Cate,Eyes on Me,24,"So I tug her hair, angling her face upward as I lean in for a harsh kiss."
KA_Linde,The Wright Boss,14,"My brain was saying, Walk away."
Catharina_Maura,The Unwanted Marriage,13,"Sierra is buying the grounds the hotel I was visiting is built on, while Zane is acquiring the hotel itself."
Meghan_Quinn,A Not So Meet Cute,14,The kind of man who takes piano lessons in his spare time because he needs to be good at everything.” “I learned to play when I was young.” “Of course you did.
Sandi_Lynn,Chase Calloway,44,"I’m sorry, Kinsley."
L_Steele,The Billionaire's Christmas Bride,62,There are strands of dark gold woven between the darkness that pours down to brush the nape of his neck.
Jennifer_Probst,The Marriage Arrangement,8,"She was supposed to be a shallow, spoiled socialite who cared nothing about anyone else."
Sara_Cate,Highest Bidder,38,But who cares?
Melanie_Harlow,Tease,15,"“Shoot!” Without another word, I whipped off my T-shirt and held it up to her face."
Kendra_Little,Billionaire Bad Boy,10,"""This is wrong,"" she said."
Diane_Alberts,The Prince's Bride,20,And that was all she needed.
Catharina_Maura,The Wrong Bride,34,"“Why can’t I be here to do both, Raven?"
KA_Linde,The Wright Boss,38,The fact that she wielded the news like a weapon just showed how desperate she was.
Alexa_Riley,Devotion,20,Will Liliana fight or let Alexander have his way?
Penny_Wylder,The Billionaire’s Virgin,7,"Over and over throughout the flight, he gets me close to orgasm."
JS_Scott,The Billionaire's Obsession_Simon,6,“I dated Chris for five years.
Meghan_Quinn,So Not Meant To Be,19,"And that’s how I keep her, on the edge with every press, every lick."
Ann_Cole,I Choose You,10,His stare was too much like a glare as it raked me over.
Melanie_Harlow,Irresistible,9,"It was faded, but had minimal fraying and no pit stains."
Leslie_North,The Billionaire's Ex-Wife,6,"It's open,"" he called out to his brother."
LJ_Shen,The Hunter,15,"“You’re even more of a dickhead than the rumors let on.” “ Dick is the operative word,” he grumbled, stomping his way to his room, his eyes still on me."
LT_Swan,The Casanova,28,“This afternoon I’m cleaning my house and then tonight I’m having dinner with my brother.” “Okay.
Diane_Alberts,An Accidental Date with a Billionaire,21,He could play it off cool and test the waters.
