book_id,B1_attraction_chemistry,C_explicit_eroticism,D_power_wealth_luxury,F1_sadness_grief,G_courtship_rituals_gifts,L_vices_addictions,M_health_recovery_growth,H_domestic_nesting,I_humor_lightness,J_social_support_kin,K_professional_intrusion,Q_miscommunication,Q_repair,R2_alpha_guarding,R_jealousy_possessiveness,S_scene_anchors
104659050,0.008097796699722413,0.021018786665255498,0.0037571903497976527,0.003947611760827581,0.010560198118411971,0.010560198118411971,0.005405537492853446,0.007662255878626783,0.008097796699722413,0.009792736005790555,0.009989623342980555,0.009792736005790555,0.007662255878626783,0.003269278808616234,0.003269278808616234,0.010560198118411971
11266880,0.006213665873635877,0.011527759826118386,0.0040307995416802795,0.0025852027408675665,0.005290031048552074,0.006213665873635877,0.00402871436181507,0.005961730208239899,0.0028729231199395014,0.006364746596928051,0.008676724806417613,0.006364746596928051,0.006280280374337961,0.00424664549150156,0.00424664549150156,0.005961730208239899
123257687,0.003916865505538386,0.00398824205245631,0.011803921001038293,0.0018624699759547027,0.006027679881697445,0.006027679881697445,0.0033114364991097245,0.007000003401842867,0.0024965865990174176,0.0049368803094193385,0.010833323876725072,0.0049368803094193385,0.007878724635810491,0.006028801079485959,0.006028801079485959,0.007000003401842867
123446478,0.0057552922901493485,0.010844353378330212,0.0037973001858420986,0.0026690328702460063,0.009749783839940048,0.009749783839940048,0.0035526989874057977,0.014093912116384399,0.0033494059409246283,0.0037341279076973776,0.00955126003669495,0.004162814346374935,0.006570230352842609,0.00437404699217416,0.00437404699217416,0.009749783839940048
127305713,0.0046312284600557455,0.005036516806502148,0.009058051754395302,0.0021469054387016147,0.00556900295117107,0.00556900295117107,0.003043662636627221,0.017704180195668513,0.00287123312755038,0.00414706251136001,0.008496192077908391,0.00414706251136001,0.007618738155886177,0.0040982697101473765,0.0040982697101473765,0.006601400418477884
149105520,0.010993989302100798,0.008866077508452254,0.007105558812156383,0.0025953551349533724,0.003003724315724966,0.0078111434056782865,0.003391852141943078,0.008514170789430371,0.006684336639452895,0.003933142986473848,0.010499743595916879,0.003933142986473848,0.006453477505994321,0.003493170753664844,0.003493170753664844,0.008514170789430371
15197,0.005928167370139798,0.0157248284812848,0.0059588240809006435,0.0029340691833086674,0.010577249073407118,0.010577249073407118,0.0031447301735532513,0.006334226201482649,0.004571353848040906,0.004500464372969004,0.008546661232013468,0.003817058884075639,0.006559874838707219,0.004595280452639797,0.004595280452639797,0.010577249073407118
161913,0.007721664873963401,0.029346256844597574,0.03573204388321342,0.005026142289573956,0.012047478724629534,0.012047478724629534,0.008238328288761698,0.03573204388321342,0.0053203226077636724,0.01435342770444926,0.0074487652892953286,0.01435342770444926,0.006575736930745057,0.0021420087250587127,0.0021420087250587127,0.012047478724629534
17561022,0.006943263036418185,0.06217628448195854,0.007420129311755583,0.005192980998878821,0.014843339944582696,0.014843339944582696,0.007409042481839769,0.007409042481839769,0.006943263036418185,0.025988058652780616,0.00864356302726994,0.0033773274693583767,0.0070052102959448715,0.004586456105851521,0.004586456105851521,0.014843339944582696
1756703,0.021755793616287145,0.0062741357241406556,0.006066373347105885,0.002036602575095383,0.0020182612835596097,0.006066373347105885,0.0021860648646511,0.006298830825223712,0.0038480810300422635,0.0053183165688683995,0.009502085514055967,0.0053183165688683995,0.007481486992553599,0.004121309572512127,0.004121309572512127,0.006298830825223712
