book_id,B1_attraction_chemistry,C_explicit_eroticism,D_power_wealth_luxury,F1_sadness_grief,G_courtship_rituals_gifts,L_vices_addictions,M_health_recovery_growth,H_domestic_nesting,I_humor_lightness,J_social_support_kin,K_professional_intrusion,Q_miscommunication,Q_repair,R2_alpha_guarding,R_jealousy_possessiveness,S_scene_anchors
104659050,0.0030274852642811923,0.004349528545246781,0.001806969841512992,0.002287694858995648,0.006249644989824957,0.0028792576419623974,0.002402864326099083,0.002154796863436897,0.002455336579099096,0.0018940674725443037,0.002260164006802415,0.0027585709008731713,0.004034536707889535,0.001707349921155184,0.0022191737861789337,0.002801629139828671
11266880,0.002418088907856746,0.0036777123680724146,0.001649263317316472,0.0018011707569898963,0.0036309243107953606,0.002546037050660142,0.0021702985099565364,0.0020718435416451023,0.0012227907747794896,0.0017036645324370323,0.002337965864235945,0.002489974850366006,0.0032422016503136585,0.0022738934448814124,0.0027555466252297263,0.0024097435491995
123257687,0.002092114472635163,0.002505992606909733,0.0023396028333812413,0.001694226759151445,0.0038822115558229953,0.0024733785201398054,0.001959566522324611,0.002041904236207573,0.0012185308752431941,0.0017513609285265213,0.002616224005847526,0.0028991710584075924,0.0032289494443004147,0.0024691406284108267,0.0035216609410363892,0.0024560422130119196
123446478,0.0022675684740607214,0.003621446767834959,0.0018998735154074128,0.001707999066774618,0.006072298470453617,0.002759558308363249,0.001927426219478883,0.00235016854687916,0.0014493392601160073,0.0016844549896496825,0.0022815815803029532,0.002287030170280919,0.003542102019592002,0.0022589889429736735,0.002939119261350632,0.002742193323257404
127305713,0.0021150595098754286,0.002635580452525335,0.0022484391594677906,0.0015490370755500962,0.0034052378226946123,0.0024615961379120923,0.0019865325800217095,0.0020313852691514586,0.0012624790229736613,0.001780206055317222,0.00250781758699978,0.0023860082494244882,0.0029877698954668633,0.0022566843243536313,0.002732368705603009,0.0024193393465846854
149105520,0.0029458725834943414,0.003154145299524332,0.001985324643792753,0.00174582502910938,0.0021908940681746717,0.0027139119310458995,0.0022208463253904237,0.002303708061878271,0.0020006180733499264,0.0016022730770422922,0.002876504755097275,0.0020053736501170717,0.002894228215808182,0.0018998526853191745,0.0023035238007891082,0.0023474453838654994
15197,0.002765297466746018,0.003947599768412191,0.001895613586998739,0.0019362949630253204,0.006239157812709263,0.003416264800676791,0.002157644845144076,0.0021899203207044354,0.001601052461945108,0.0015037834710796617,0.002317146904443305,0.002135505024533951,0.0033887413769588385,0.0020143114609422054,0.0026407404195445106,0.003099545401431005
161913,0.0018869895838076573,0.004378207044009623,0.0018482367119687765,0.0021087878260084027,0.00702788316091603,0.0026813069145088875,0.002664153555328305,0.0019971639682194588,0.001655710027663006,0.002643724401940872,0.0021559599945861,0.004368726533432324,0.003321740621912309,0.001548127242719216,0.0015165184390091328,0.002422568598435393
17561022,0.002123105285997107,0.0063267920287112065,0.0016213998645387062,0.002173505903475983,0.008679715649538539,0.003114275052335849,0.0024646960575772214,0.0021537052919573243,0.0016777052200888018,0.0016289716852148852,0.0023582202893600475,0.0018501079041965509,0.003317284750099783,0.0020333105286365507,0.002551317473581882,0.0033944974369777303
1756703,0.0020702202599967565,0.0023025474923740155,0.002020715035913989,0.001393551409218803,0.001664442794512457,0.0020666875948200185,0.0015462066879052302,0.0018866875973911114,0.0016161858949538916,0.0016037267165909825,0.002457287099458416,0.002263581154427882,0.002925155461428755,0.002244119489578722,0.0026264855190768423,0.002037492953772583
18692741,0.0019176267562558123,0.005589873122458197,0.0017032694045528568,0.0019664852302224882,0.0087829196781896,0.005228376653470581,0.0027221830009851013,0.0025237617861593627,0.001579002299807476,0.0015918750533687467,0.0020517769681344025,0.0017872664127709628,0.0027129559164119545,0.0017616991284601473,0.0018388178484997776,0.002978231362771373
201413413,0.0018969422115354827,0.005046476129253518,0.0013455470854092228,0.0020471978926215675,0.003948935203234608,0.0021938568360975524,0.002553046700172864,0.0019535039115064316,0.0015913069975635624,0.0014387780069506579,0.0039401532142732286,0.0018632658519314024,0.0031452714010952003,0.0018987088924669426,0.0023031730319546173,0.0023834741720915346
20346544,0.0015679838167720107,0.006033499691340496,0.0031988880685835074,0.0019299569338742605,0.0072649421845707675,0.0027481458571094936,0.00243341533597384,0.0018937071380500197,0.0011157022351590067,0.003161053127555437,0.0017575464211706687,0.0016075180006695977,0.0031937265400255833,0.0013748425373792483,0.0018750984771771964,0.002735226300022174
208153130,0.0031295511816757057,0.00426527158608885,0.0015835191683535583,0.0020219424326313766,0.004104851893961898,0.0028809567773955733,0.0018011817277483752,0.002124747690720373,0.001677645947838383,0.0013642623711994475,0.002178836677581859,0.0017757536257770362,0.002924091407922366,0.001937351876032642,0.0023473632834893564,0.0025563836913446263
21787,0.0019950167247992268,0.007127028067947871,0.0017239490812463404,0.00256211408608298,0.008321459050842321,0.002981103315314779,0.0036746124427891724,0.002087211351110405,0.0015546307344488685,0.0017948432327724458,0.0022505685782802814,0.0018180165497764264,0.003702413180196536,0.0020642576306871266,0.002277436718136392,0.0028622257345855668
