book_id,entropy,effective_topics,hhi,richness_1e3,thematic_mass,rating_tier,other_share,paratext_share,noise_share,unmapped_share,modeled_mass
35109856,5.404733500722095,222.45692797279136,0.0063330209948757625,258,0.6592746417084229,middle,0.31212586803669873,0.0009500576397115737,0.000576419286732384,3.6807635254839924e-05,0.6592746417084229
36429604,4.979958619934952,145.46836203878124,0.018410924748914818,236,0.6607794031304319,trash,0.2940661255561764,0.0009019352322971179,0.00029071724410454286,5.4311099450526064e-05,0.6607794031304319
36437212,5.3413831402405085,208.80131215176974,0.006687193810884392,238,0.6778309238442031,trash,0.30702239713908674,0.002569973590304873,0.00026872224532209775,3.4881725671362966e-05,0.6778309238442031
36512901,4.8656912272583455,129.76060168440262,0.028595230986347968,222,0.6688600736984729,middle,0.26878304269160547,0.0004511993907368787,0.0002392520946693698,0.0004417867024428717,0.6688600736984729
36564103,5.463785028884127,235.9889610887908,0.00546937107559725,268,0.6340676890555376,top,0.34872238606765127,0.0014405492877986993,0.0008924196109202699,0.0006170031599431852,0.6340676890555376
36600859,5.268351491660736,194.09573013535376,0.009137435656266124,250,0.5767927633519527,middle,0.3301191757407207,0.0016520437883720581,0.0014422785841102903,3.858816043091777e-05,0.5767927633519527
36662463,5.173204674083797,176.47949148748475,0.012035935347016573,233,0.6841016563025372,trash,0.3021823362050289,0.002456912090706879,0.001395395837303773,2.971008028457674e-05,0.6841016563025372
40131614,5.434973860928135,229.28685485184087,0.005647900776664499,267,0.6446927122554638,middle,0.33984810227611884,0.0007824622603664938,0.00029761889090532795,4.144712594651788e-05,0.6446927122554638
40727118,5.437621864157235,229.89481176456718,0.005830402950531258,265,0.6460961875532116,top,0.33746553780580146,0.0010276070726334369,0.0005917499080745393,4.1417044938326626e-05,0.6460961875532116
42427664,5.458775839198979,234.80980339698542,0.005413042445152297,261,0.6471206789322572,trash,0.33771898332390504,0.0012115079361120177,0.0006402366429605374,0.0002818346277724702,0.6471206789322572
43728457,5.059932589258683,157.579893387891,0.01547537483983128,243,0.664048665414136,trash,0.3055675816215846,0.0014685436656285485,0.0010649339723275027,4.912893813170761e-05,0.664048665414136
44099084,5.431896108268026,228.5822514780463,0.005829829436839247,261,0.6534898994363932,middle,0.3310000836700254,0.0012541977841466294,0.0008104208181743187,3.8446849097162804e-05,0.6534898994363932
