book_id,rating_tier,taxonomy_main_group,abs_share,cond_share,modeled_mass,other_share,paratext_share,noise_share,unmapped_share,n_topics_in_group
28869598,middle,Social World Outside Couple,0.0488984898234607,0.07425293687212435,0.658539471747385,0.3230255468318216,0.0010073103888085311,0.0003403807084190178,0.0016415021873264022,29
28869598,middle,"Spaces, Time, Activities & Objects",0.07036549589036539,0.10685084024448198,0.658539471747385,0.3230255468318216,0.0010073103888085311,0.0003403807084190178,0.0016415021873264022,22
28869598,middle,"Work, Wealth, Status & Institutions",0.04024093605782906,0.06110633877579541,0.658539471747385,0.3230255468318216,0.0010073103888085311,0.0003403807084190178,0.0016415021873264022,19
28963772,trash,"Conflict, Risk & Harm",0.012920154943044548,0.021625162526086605,0.5974593220956773,0.339638934477528,0.0013517069537589185,0.0008842386014863964,6.758399904725083e-05,8
28963772,trash,Embodied & Sensory Experience,0.0127812409540649,0.021392654665145734,0.5974593220956773,0.339638934477528,0.0013517069537589185,0.0008842386014863964,6.758399904725083e-05,4
28963772,trash,"Emotions, Cognition & Inner Life",0.1206431119234795,0.2019269052498936,0.5974593220956773,0.339638934477528,0.0013517069537589185,0.0008842386014863964,6.758399904725083e-05,54
28963772,trash,Relationship Trajectory (Main Couple),0.21801532736197898,0.36490405170557527,0.5974593220956773,0.339638934477528,0.0013517069537589185,0.0008842386014863964,6.758399904725083e-05,134
28963772,trash,"Sexuality, Attraction & Intimacy",0.11112295391559517,0.185992501591263,0.5974593220956773,0.339638934477528,0.0013517069537589185,0.0008842386014863964,6.758399904725083e-05,48
28963772,trash,Social World Outside Couple,0.04412514347223612,0.07385464054265757,0.5974593220956773,0.339638934477528,0.0013517069537589185,0.0008842386014863964,6.758399904725083e-05,29
28963772,trash,"Spaces, Time, Activities & Objects",0.040644149312455254,0.06802831223704045,0.5974593220956773,0.339638934477528,0.0013517069537589185,0.0008842386014863964,6.758399904725083e-05,22
28963772,trash,"Work, Wealth, Status & Institutions",0.03713965621377559,0.06216265248570016,0.5974593220956773,0.339638934477528,0.0013517069537589185,0.0008842386014863964,6.758399904725083e-05,19
29424551,top,"Conflict, Risk & Harm",0.01438945721436417,0.0224134507307865,0.6420009746468538,0.34220339503603847,0.001034271345575973,0.0006696098001115519,0.0001547101990650816,8
29424551,top,Embodied & Sensory Experience,0.012912264217870046,0.020112530553357353,0.6420009746468538,0.34220339503603847,0.001034271345575973,0.0006696098001115519,0.0001547101990650816,4
29424551,top,"Emotions, Cognition & Inner Life",0.12623245285736315,0.19662345984256485,0.6420009746468538,0.34220339503603847,0.001034271345575973,0.0006696098001115519,0.0001547101990650816,54
29424551,top,Relationship Trajectory (Main Couple),0.23776288306082977,0.3703466076381212,0.6420009746468538,0.34220339503603847,0.001034271345575973,0.0006696098001115519,0.0001547101990650816,134
29424551,top,"Sexuality, Attraction & Intimacy",0.11524403251877206,0.17950756629639772,0.6420009746468538,0.34220339503603847,0.001034271345575973,0.0006696098001115519,0.0001547101990650816,48
29424551,top,Social World Outside Couple,0.048276306089185726,0.07519662429755831,0.6420009746468538,0.34220339503603847,0.001034271345575973,0.0006696098001115519,0.0001547101990650816,29
