topic,mean_trash,mean_middle,mean_top,H,p,q,significant,max_group,max_mean,eta2_kw
Laughter and Joy,5.459565564573414,6.422885693123633,5.584116427866727,0.9802897987934216,0.6125376314204805,0.8104034799415034,False,middle,6.422885693123633,0.0
Law enforcement or Security,0.1808945829543428,0.2029759633234012,0.1900244941639878,1.0884369863013394,0.5802951107812317,0.8104034799415034,False,middle,0.2029759633234012,0.0
Meetings and Interviews,0.1917014356004354,0.1924714072258065,0.1383342124080944,1.033579712726412,0.5964321108783992,0.8104034799415034,False,middle,0.1924714072258065,0.0
Need for Space and Personal Boundaries,0.1030465780720211,0.0867986220390623,0.0738391129290731,1.1971793276069231,0.549586191072567,0.8104034799415034,False,trash,0.1030465780720211,0.0
Office Furniture,0.2689875760615366,0.2631968534620268,0.2145706688265063,0.9833539241823126,0.6115999038785502,0.8104034799415034,False,trash,0.2689875760615366,0.0
Planning and Making Deals,0.0997743539649239,0.0778039626957756,0.0901783246091657,1.0761739726027677,0.5838641247629031,0.8104034799415034,False,trash,0.0997743539649239,0.0
Shooting and Dramatic Conflicts,0.1261957416504153,0.1336005291858734,0.1281391777114985,1.0626963169715211,0.5878119715574037,0.8104034799415034,False,middle,0.1336005291858734,0.0
Tiredness and Fatigue,0.136063118412722,0.1289524978377919,0.1048993725203597,1.139269239118628,0.5657321083877799,0.8104034799415034,False,trash,0.136063118412722,0.0
Trusting Instincts and Weakness,0.0655423362988563,0.0404809481381402,0.0531401058450792,1.1849186966588667,0.5529656758743692,0.8104034799415034,False,trash,0.0655423362988563,0.0
Waves and Ocean,0.057323694244204,0.046100416203033,0.0295727374327584,1.1185712629349884,0.5716172634146135,0.8104034799415034,False,trash,0.057323694244204,0.0
Yearning and Hope,0.0916438304779663,0.0950147535323658,0.1191498046764474,0.9884778223616758,0.6100350214919981,0.8104034799415034,False,top,0.1191498046764474,0.0
Distance and Travel,0.0797020608973652,0.0668520446207326,0.0748678755827786,0.9203045219116476,0.6311875329729439,0.8175019252360418,False,trash,0.0797020608973652,0.0
Healing and Care in Medical Settings,0.4223952769273472,0.4148048761464175,0.2924642322087645,0.9307803212887512,0.6278900793950644,0.8175019252360418,False,trash,0.4223952769273472,0.0
Tone and Speech,0.0736063046831234,0.0529602501680943,0.0619563084868778,0.9058080367637416,0.635779153809915,0.8185180722702499,False,trash,0.0736063046831234,0.0
Head Tilts,0.1829723833165907,0.1289212465047352,0.1325243052143066,0.8753866410487608,0.645523721380275,0.8225539395361432,False,trash,0.1829723833165907,0.0
Horse Races,0.0584292857356323,0.0483378704905231,0.1025345831458716,0.8652373937403495,0.6488078371041538,0.8225539395361432,False,top,0.1025345831458716,0.0
Revenge and Punishment,0.1146348838329887,0.0725282029873804,0.1022189213685634,0.8574372759856966,0.651343166622502,0.8225539395361432,False,trash,0.1146348838329887,0.0
Touching Hair or Grooming,1.2478953931520764,1.2996754982430614,1.418189625473026,0.8486313802694667,0.6542173193520022,0.8225539395361432,False,top,1.418189625473026,0.0
Creating Atmosphere with Light,0.1256559562303252,0.0836332951731567,0.0925180465637275,0.8302623227303869,0.6602536752520423,0.8253170940650528,False,trash,0.1256559562303252,0.0
Money and Transactions,0.148676160313195,0.1571807842288519,0.1586623698393655,0.8090558689702768,0.6672917419382958,0.829293205299038,False,top,0.1586623698393655,0.0
Rooms and Interiors,0.2662994305322307,0.2190995628882389,0.2265103846126159,0.7942361537627344,0.6722546432143801,0.8306594729373087,False,trash,0.2662994305322307,0.0
Providing Safety and Security,0.2358761469624066,0.1951550905834163,0.2168265049825821,0.7624242008109191,0.6830330026783429,0.8391548318619642,False,trash,0.2358761469624066,0.0
Dramatic Realizations,0.0294948132860351,0.0343180190856156,0.0384562397370917,0.7480612252748158,0.6879558513635924,0.8404006138816612,False,top,0.0384562397370917,0.0
Hopes and Fears in Dreams,0.2706910686930642,0.3015850652924905,0.338988656347347,0.6860243714100336,0.7096295641709813,0.8591466889981523,False,top,0.338988656347347,0.0
Seeing and Noticing Unseen,0.0060818030553149,0.0069939111474221,0.0051876527943202,0.6813401644870689,0.7112935378682377,0.8591466889981523,False,middle,0.0069939111474221,0.0
Cozy Moments at Home,0.412497503478422,0.4359492409484821,0.3811691766865443,0.6672970025648721,0.7163055184532565,0.8603669635053082,False,middle,0.4359492409484821,0.0
Fighting and Combat,0.3360326912597967,0.295524212157889,0.2129362824114347,0.6241902706022401,0.7319118942575873,0.8742280959187848,False,trash,0.3360326912597967,0.0
Facial Features,0.1791306380831546,0.1390118460341606,0.1474232275235251,0.553676726103803,0.7581770366291037,0.8959190214514055,False,trash,0.1791306380831546,0.0
Falling and Navigating Downfalls,0.0506974104576273,0.0584664605528815,0.0535036334745299,0.5530731779736221,0.7584058693216549,0.8959190214514055,False,middle,0.0584664605528815,0.0
Clean Up the Mess and Sorting out Personal Issues,0.0154522989063521,0.0090775560276311,0.0092880272813418,0.5167025596849463,0.7723238826380878,0.8978539246274241,False,trash,0.0154522989063521,0.0
Jail and Imprisonment,0.1034803950060852,0.0706977106713848,0.0761227922044021,0.516060188827635,0.7725719816561556,0.8978539246274241,False,trash,0.1034803950060852,0.0
"Movies, Shows, or Performances",0.1310632702865286,0.0761449179027739,0.0788627608317011,0.5320632519004669,0.7664148885186083,0.8978539246274241,False,trash,0.1310632702865286,0.0
Expressive Gazes and Eye Contact,1.6216511997112162,1.519793546791833,1.4285637578823374,0.4939588375537482,0.7811567705277243,0.9029500304487136,False,trash,1.6216511997112162,0.0
Traveling and Adventure,0.0983170031175054,0.0942174559919271,0.0950247577349117,0.4402790930613491,0.8024068170618764,0.9225532923438688,False,trash,0.0983170031175054,0.0
Expressive Hands and Touch,0.3856586831996724,0.3025863291815716,0.3187186913957024,0.3955727755499852,0.8205451128856347,0.9296537773086578,False,trash,0.3856586831996724,0.0
Looking at the Windows,0.0787703174455712,0.0938011941960209,0.0802895925764424,0.4126625386996883,0.8135635229786978,0.9296537773086578,False,middle,0.0938011941960209,0.0
Typing on a Keyboard,0.0430409369375136,0.05177270292294,0.0428711439811967,0.3931140011602818,0.8215545008774185,0.9296537773086578,False,middle,0.05177270292294,0.0
Gasping in Surprise or Sighing in Contentment,0.8748117051427444,0.8772144959654758,0.8904282902524615,0.3745580513892673,0.8292123325560079,0.932731174867614,False,top,0.8904282902524615,0.0
TV and Viewing,0.1113532721609904,0.0930351684809586,0.0985450466441938,0.3655618111662338,0.8329506305794505,0.932731174867614,False,trash,0.1113532721609904,0.0
Luxury Cars and Driving,1.3631830183646212,1.262717358994523,1.357709618989668,0.354550140339798,0.8375493679871379,0.9330213166696096,False,trash,1.3631830183646212,0.0
Guns and Weapons,0.1612247270530276,0.0680446951523538,0.1322094714767981,0.3093998515904598,0.8566722041485573,0.949127221800948,False,trash,0.1612247270530276,0.0
Slapping and Spanking,0.1006712992083176,0.0973329489465047,0.0762291632172682,0.2997018002429376,0.8608363174473713,0.949127221800948,False,trash,0.1006712992083176,0.0
Feelings On Fire,0.2867910611486774,0.2763759408522765,0.2909078897991218,0.261938827577425,0.8772446055695662,0.9521793408012909,False,top,0.2909078897991218,0.0
"Furrowed Brows, Confusion or Frustration",0.0827905142173492,0.0557729474060316,0.0789294773869806,0.1642036543287383,0.9211781529612488,0.9521793408012909,False,trash,0.0827905142173492,0.0
Gossip and Rumors,0.1051681569584219,0.1440474015848938,0.1033757505763154,0.1885823546736721,0.9100177471153617,0.9521793408012909,False,middle,0.1440474015848938,0.0
Hatred and Despise,0.8059027814612227,0.8052770734493224,0.7402357218428278,0.1651717660657823,0.9207323591736076,0.9521793408012909,False,trash,0.8059027814612227,0.0
Kneeling or Bending,0.2220225646512812,0.2218910246840373,0.2232674645234356,0.1819899164703702,0.9130223141314402,0.9521793408012909,False,top,0.2232674645234356,0.0
Meetings at the Office Doors,0.106801915915505,0.0690498880957999,0.0757897645150453,0.2229022130499365,0.89453512726497,0.9521793408012909,False,trash,0.106801915915505,0.0
Messaging,1.1417927309818203,1.1388351646912402,1.0138297087190986,0.2101668894266595,0.9002493983989764,0.9521793408012909,False,trash,1.1417927309818203,0.0
Non-Verbal Agreements and Understanding,0.6808048037481719,0.56306174720097,0.5510199826999715,0.2819418781698171,0.8685145511585521,0.9521793408012909,False,trash,0.6808048037481719,0.0
Panic and Anxiety,0.1745618430312433,0.1576750360618944,0.1601131691548195,0.1895587852353353,0.9095735709810026,0.9521793408012909,False,trash,0.1745618430312433,0.0
Scents and Smells,0.4244246891811576,0.3948757260162894,0.383908435157843,0.1753243058716299,0.916070316115674,0.9521793408012909,False,trash,0.4244246891811576,0.0
Secrets and Deception,0.690019106021974,0.6133240920735461,0.6921191422104792,0.1716879425258046,0.917737413459198,0.9521793408012909,False,top,0.6921191422104792,0.0
Sweat and Exercise,0.1826118346333645,0.1796650517123969,0.1502377625479186,0.2300607927445782,0.8913390500214553,0.9521793408012909,False,trash,0.1826118346333645,0.0
Walking and Strolling,0.1265059428417743,0.102578572583696,0.1224968908207858,0.2308494233651185,0.8909876506730148,0.9521793408012909,False,trash,0.1265059428417743,0.0
Affirmations and Mutual Agreements,7.732248039397247,7.365349779995115,9.0508590960703,0.1406422714301243,0.9320944430227508,0.954872293178884,False,top,9.0508590960703,0.0
Doors and Entrances,2.2098900092436926,2.276478081125536,2.211894857393307,0.1394163385470506,0.9326659607793748,0.954872293178884,False,middle,2.276478081125536,0.0
Happiness and Gratitude,0.2197479024606451,0.2074515884717272,0.1940028211780306,0.1176823149981198,0.9428565229512844,0.9592912756550374,False,trash,0.2197479024606451,0.0
Navigating Jealousy,0.3456373265584856,0.3478545192275358,0.3556822643189444,0.101812768217127,0.9503676358815022,0.9592912756550374,False,top,0.3556822643189444,0.0
Timekeeping and Clocks,0.1530646329324964,0.1326396863326337,0.115351993980807,0.1049240785719767,0.9488903409269872,0.9592912756550374,False,trash,0.1530646329324964,0.0
Romantic Courtship,1.8437968083255047,1.7502709752679326,1.8900269307378352,0.0871888884875033,0.957342134367331,0.9618156957428792,False,top,1.8900269307378352,0.0
Torture and Suffering,0.0810687398251357,0.0777475349278834,0.0693021764695418,0.0108912371994374,0.9945691819030962,0.9945691819030962,False,trash,0.0810687398251357,0.0
