topic_id,label,total_books_with_topic,n_authors,top_author,top_author_count,top_author_share,top2_author_share,is_author_driven,top_author_tier_concentration,author_dominance_flag,cliffs_top_trash,top_median,trash_median,prevalence
37,Insane Arguments,91,33,alexa riley,3,0.03296703296703297,0.06593406593406594,False,0.0,low,0.27555555555555555,0.002602901521297406,0.002231103882597343,0.9891304347826086
39,Lip Biting During Intimacy,66,25,alexa riley,3,0.045454545454545456,0.09090909090909091,False,0.0,low,0.35555555555555557,0.0018082148876089623,0.0012343663838798422,0.717391304347826
41,Confused About Feelings,79,32,alexa riley,3,0.0379746835443038,0.0759493670886076,False,0.0,low,0.20222222222222222,0.0013309490070278628,0.0012309928700704668,0.8586956521739131
42,Exploring Virginity,42,23,ana huang,3,0.07142857142857142,0.14285714285714285,False,0.0,low,0.27111111111111114,0.0010354589764618775,0.0008726941148567285,0.45652173913043476
44,Mother-player Relationship Struggles,87,33,alexa riley,3,0.034482758620689655,0.06896551724137931,False,0.0,low,0.2777777777777778,0.0019043529414152316,0.001608516450551504,0.9456521739130435
45,Wanting Something,89,33,alexa riley,3,0.033707865168539325,0.06741573033707865,False,0.0,low,-0.06222222222222222,0.0022664095786746746,0.002449238794080503,0.967391304347826
46,Attraction At First Glance,5,2,lisa kleypas,3,0.6,1.0,True,0.6666666666666666,high,0.04666666666666667,0.0001828517040991904,0.0001816268451477873,0.05434782608695652
47,Hair And Neck game,30,17,l. steele,3,0.1,0.2,False,0.0,low,0.18888888888888888,0.0008426065142141347,0.0007000743128677779,0.32608695652173914
48,Deep Breaths During Emotional Moment,92,33,alexa riley,3,0.03260869565217391,0.06521739130434782,False,0.0,low,0.010617283950617284,0.0022156170905684837,0.0020765662316571416,0.8840579710144928
49,Hiring A Babysitter,88,33,alexa riley,3,0.03409090909090909,0.06818181818181818,False,0.0,low,-0.07555555555555556,0.0014879436802904284,0.0015175767438729817,0.9565217391304348
